,sentiment
4073,"[{'confidence': 0.65149432988999, 'value': 'positive'}]"
4082,
4092,
4113,"[{'confidence': 0.50560731180562, 'value': 'negative'}]"
4114,"[{'confidence': 0.52120287497256, 'value': 'neutral'}]"
4118,"[{'confidence': 0.5297138648519, 'value': 'negative'}]"
4121,"[{'confidence': 0.52320248120382, 'value': 'neutral'}]"
4123,
4129,"[{'confidence': 0.92405688497904, 'value': 'positive'}]"
4152,"[{'confidence': 0.57268447237742, 'value': 'neutral'}]"
4157,"[{'confidence': 0.59471148469829, 'value': 'negative'}]"
4172,
4207,"[{'confidence': 0.5659890157351, 'value': 'negative'}]"
4230,"[{'confidence': 0.68311411586856, 'value': 'negative'}]"
4239,"[{'confidence': 0.59510905564814, 'value': 'neutral'}]"
4241,"[{'confidence': 0.53776484255971, 'value': 'negative'}]"
4243,
4245,
4246,
4247,
4251,"[{'confidence': 0.67320138029705, 'value': 'neutral'}]"
4253,"[{'confidence': 0.720080736377, 'value': 'negative'}]"
4263,
4286,"[{'confidence': 0.79657041639779, 'value': 'neutral'}]"
4294,"[{'confidence': 0.56795556480009, 'value': 'negative'}]"
4297,"[{'confidence': 0.67372388211734, 'value': 'negative'}]"
4335,"[{'confidence': 0.56921876249832, 'value': 'negative'}]"
4348,
4354,
4355,"[{'confidence': 0.7458123016848, 'value': 'positive'}]"
4356,"[{'confidence': 0.56341116399997, 'value': 'negative'}]"
4359,"[{'confidence': 0.68302666183607, 'value': 'negative'}]"
4365,"[{'confidence': 0.52094465530163, 'value': 'neutral'}]"
4373,"[{'confidence': 0.68279796222409, 'value': 'neutral'}]"
4378,"[{'confidence': 0.84774142736137, 'value': 'negative'}]"
4391,"[{'confidence': 0.81323461977081, 'value': 'negative'}]"
4398,"[{'confidence': 0.50288729732829, 'value': 'neutral'}]"
4400,"[{'confidence': 0.73174356328865, 'value': 'negative'}]"
4404,"[{'confidence': 0.68552982814792, 'value': 'negative'}]"
4407,"[{'confidence': 0.61562311666761, 'value': 'negative'}]"
4432,
4437,"[{'confidence': 0.53535568143123, 'value': 'neutral'}]"
4440,
4454,"[{'confidence': 0.77924919144227, 'value': 'positive'}]"
4458,"[{'confidence': 0.72427219542416, 'value': 'negative'}]"
4459,
4460,"[{'confidence': 0.6391157968578, 'value': 'neutral'}]"
4461,
4469,"[{'confidence': 0.51321912118718, 'value': 'negative'}]"
4473,"[{'confidence': 0.60227347483761, 'value': 'negative'}]"
4478,"[{'confidence': 0.56176299437803, 'value': 'negative'}]"
4490,"[{'confidence': 0.92932236177775, 'value': 'positive'}]"
4491,"[{'confidence': 0.51250738253062, 'value': 'negative'}]"
4492,"[{'confidence': 0.64549601449253, 'value': 'negative'}]"
4493,
4497,"[{'confidence': 0.8312546547021, 'value': 'neutral'}]"
4500,"[{'confidence': 0.82965445318397, 'value': 'negative'}]"
4517,"[{'confidence': 0.50461685117542, 'value': 'positive'}]"
4522,"[{'confidence': 0.55370368082306, 'value': 'positive'}]"
4527,
4529,"[{'confidence': 0.5029861926585, 'value': 'negative'}]"
4532,"[{'confidence': 0.66717935235165, 'value': 'neutral'}]"
4535,"[{'confidence': 0.56995928309573, 'value': 'negative'}]"
4536,"[{'confidence': 0.59731084730361, 'value': 'negative'}]"
4538,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
4539,
4540,
4542,"[{'confidence': 0.51589833152499, 'value': 'neutral'}]"
4558,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
4559,"[{'confidence': 0.54105871596838, 'value': 'neutral'}]"
4563,
4566,"[{'confidence': 0.60085415169497, 'value': 'neutral'}]"
4577,"[{'confidence': 0.52529025013896, 'value': 'negative'}]"
4579,"[{'confidence': 0.59097451761204, 'value': 'negative'}]"
4594,
4613,"[{'confidence': 0.63805495286023, 'value': 'negative'}]"
4617,"[{'confidence': 0.56807548403937, 'value': 'negative'}]"
4627,"[{'confidence': 0.5325843117921, 'value': 'neutral'}]"
4633,
4635,"[{'confidence': 0.58054649097544, 'value': 'negative'}]"
4636,"[{'confidence': 0.5593427986473, 'value': 'neutral'}]"
4642,"[{'confidence': 0.94911062716205, 'value': 'positive'}]"
4645,"[{'confidence': 0.59533487307564, 'value': 'positive'}]"
4658,"[{'confidence': 0.54978657763323, 'value': 'negative'}]"
4666,
4669,"[{'confidence': 0.67185706116587, 'value': 'negative'}]"
4670,
4671,
4672,"[{'confidence': 0.52775740968617, 'value': 'negative'}]"
4682,"[{'confidence': 0.62814313382519, 'value': 'negative'}]"
4683,
4684,"[{'confidence': 0.61277431173734, 'value': 'negative'}]"
4693,"[{'confidence': 0.69747108396168, 'value': 'neutral'}]"
4696,
4701,
4702,"[{'confidence': 0.54466246501873, 'value': 'neutral'}]"
4703,"[{'confidence': 0.66974389069502, 'value': 'neutral'}]"
4706,"[{'confidence': 0.59543104444368, 'value': 'neutral'}]"
4714,"[{'confidence': 0.55486727837238, 'value': 'positive'}]"
4716,"[{'confidence': 0.53475678469225, 'value': 'neutral'}]"
4738,"[{'confidence': 0.77232785197429, 'value': 'positive'}]"
4747,"[{'confidence': 0.62985224336923, 'value': 'negative'}]"
4752,
4760,
4761,
4762,"[{'confidence': 0.5608699919062, 'value': 'neutral'}]"
4764,"[{'confidence': 0.5239285728966, 'value': 'negative'}]"
4765,
4770,"[{'confidence': 0.59053616640317, 'value': 'neutral'}]"
4771,
4782,"[{'confidence': 0.53235424562729, 'value': 'neutral'}]"
4790,
4794,"[{'confidence': 0.70648473499097, 'value': 'neutral'}]"
4796,"[{'confidence': 0.59664726514116, 'value': 'neutral'}]"
4801,
4809,"[{'confidence': 0.51883070690569, 'value': 'neutral'}]"
4812,
4815,"[{'confidence': 0.68047672199974, 'value': 'neutral'}]"
4819,
4825,"[{'confidence': 0.70519686698682, 'value': 'negative'}]"
4826,
4828,
4833,
4838,
4841,"[{'confidence': 0.66619735393164, 'value': 'negative'}]"
4843,
4861,"[{'confidence': 0.70662021511504, 'value': 'negative'}]"
4864,"[{'confidence': 0.934594689237, 'value': 'positive'}]"
4870,
4871,
4874,"[{'confidence': 0.64354758907389, 'value': 'negative'}]"
4876,"[{'confidence': 0.55267094840495, 'value': 'neutral'}]"
4880,"[{'confidence': 0.62753008702798, 'value': 'negative'}]"
4884,"[{'confidence': 0.54662828302535, 'value': 'negative'}]"
4893,"[{'confidence': 0.53654096858172, 'value': 'neutral'}]"
4902,
4905,"[{'confidence': 0.80337840270812, 'value': 'negative'}]"
4918,"[{'confidence': 0.69068747636399, 'value': 'negative'}]"
4923,"[{'confidence': 0.57911402492694, 'value': 'negative'}]"
4927,
4928,"[{'confidence': 0.55982779742835, 'value': 'neutral'}]"
4931,"[{'confidence': 0.65100973042072, 'value': 'neutral'}]"
4933,
4941,
4942,"[{'confidence': 0.50980621720598, 'value': 'negative'}]"
4944,"[{'confidence': 0.62891369582314, 'value': 'negative'}]"
4953,"[{'confidence': 0.55684632897171, 'value': 'neutral'}]"
4956,"[{'confidence': 0.61004823768397, 'value': 'negative'}]"
4977,"[{'confidence': 0.74619614852394, 'value': 'negative'}]"
4979,"[{'confidence': 0.59257596108276, 'value': 'negative'}]"
4980,"[{'confidence': 0.67593419130444, 'value': 'neutral'}]"
4987,"[{'confidence': 0.59485566742753, 'value': 'neutral'}]"
4989,"[{'confidence': 0.55021750589148, 'value': 'negative'}]"
4997,"[{'confidence': 0.6312149739011, 'value': 'negative'}]"
4999,"[{'confidence': 0.58362312863145, 'value': 'negative'}]"
5002,"[{'confidence': 0.61795264655223, 'value': 'negative'}]"
5005,"[{'confidence': 0.66498512656834, 'value': 'negative'}]"
5006,"[{'confidence': 0.65595608455307, 'value': 'negative'}]"
5011,
5014,
5018,"[{'confidence': 0.57485513643875, 'value': 'negative'}]"
5033,"[{'confidence': 0.53482276791828, 'value': 'negative'}]"
5034,"[{'confidence': 0.50618101493496, 'value': 'negative'}]"
5037,
5042,"[{'confidence': 0.65266949610017, 'value': 'negative'}]"
5044,"[{'confidence': 0.66580324499366, 'value': 'negative'}]"
5048,"[{'confidence': 0.64795488191327, 'value': 'neutral'}]"
5052,"[{'confidence': 0.52578019410904, 'value': 'negative'}]"
5053,"[{'confidence': 0.64117526520511, 'value': 'negative'}]"
5064,"[{'confidence': 0.620839883457, 'value': 'neutral'}]"
5070,"[{'confidence': 0.66468017611776, 'value': 'negative'}]"
5071,
5077,"[{'confidence': 0.81600862607594, 'value': 'negative'}]"
5088,
5091,
5093,"[{'confidence': 0.51865004522817, 'value': 'negative'}]"
5101,"[{'confidence': 0.66144894534591, 'value': 'neutral'}]"
5103,
5111,"[{'confidence': 0.78580313933919, 'value': 'negative'}]"
5123,"[{'confidence': 0.55587601758013, 'value': 'neutral'}]"
5124,"[{'confidence': 0.54671036219874, 'value': 'negative'}]"
5134,"[{'confidence': 0.628359500836, 'value': 'negative'}]"
5169,"[{'confidence': 0.55169314778653, 'value': 'negative'}]"
5186,"[{'confidence': 0.57744662722563, 'value': 'neutral'}]"
5188,"[{'confidence': 0.65990293227771, 'value': 'neutral'}]"
5192,"[{'confidence': 0.52486992860149, 'value': 'negative'}]"
5198,"[{'confidence': 0.52033598232215, 'value': 'neutral'}]"
5204,"[{'confidence': 0.55879663223285, 'value': 'neutral'}]"
5205,"[{'confidence': 0.57099219205668, 'value': 'negative'}]"
5208,"[{'confidence': 0.57830683495124, 'value': 'negative'}]"
5211,"[{'confidence': 0.58443777382667, 'value': 'negative'}]"
5214,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
5226,
5238,
5242,"[{'confidence': 0.6229159195025, 'value': 'negative'}]"
5243,"[{'confidence': 0.58662354511837, 'value': 'negative'}]"
5249,"[{'confidence': 0.66642778223879, 'value': 'negative'}]"
5253,
5254,"[{'confidence': 0.76675653046064, 'value': 'negative'}]"
5261,"[{'confidence': 0.55145196735362, 'value': 'negative'}]"
5263,"[{'confidence': 0.51746600335292, 'value': 'neutral'}]"
5264,
5270,"[{'confidence': 0.53809701711454, 'value': 'negative'}]"
5271,"[{'confidence': 0.71054267259465, 'value': 'negative'}]"
5280,
5281,"[{'confidence': 0.71524869650777, 'value': 'positive'}]"
5312,"[{'confidence': 0.63842749954203, 'value': 'neutral'}]"
5316,"[{'confidence': 0.86305683500308, 'value': 'negative'}]"
5328,"[{'confidence': 0.62505304698147, 'value': 'neutral'}]"
5334,
5339,"[{'confidence': 0.63362240569839, 'value': 'neutral'}]"
5343,"[{'confidence': 0.60575269708944, 'value': 'neutral'}]"
5350,"[{'confidence': 0.5944058988677, 'value': 'negative'}]"
5353,"[{'confidence': 0.54149203393798, 'value': 'neutral'}]"
5361,"[{'confidence': 0.51540690499217, 'value': 'neutral'}]"
5370,
5374,"[{'confidence': 0.83743340229014, 'value': 'negative'}]"
5376,"[{'confidence': 0.92502409377694, 'value': 'positive'}]"
5378,"[{'confidence': 0.5818626279428, 'value': 'neutral'}]"
5380,"[{'confidence': 0.54643015774151, 'value': 'negative'}]"
5382,"[{'confidence': 0.86328643919967, 'value': 'negative'}]"
5393,
5394,"[{'confidence': 0.67445551930912, 'value': 'negative'}]"
5395,"[{'confidence': 0.72510462382888, 'value': 'negative'}]"
5400,"[{'confidence': 0.60994034385622, 'value': 'neutral'}]"
5450,
5454,
5459,"[{'confidence': 0.83903819274129, 'value': 'positive'}]"
5462,"[{'confidence': 0.58589350078451, 'value': 'negative'}]"
5464,"[{'confidence': 0.6881978000765, 'value': 'neutral'}]"
5468,
5484,"[{'confidence': 0.87651503053509, 'value': 'positive'}]"
5488,"[{'confidence': 0.61432057538907, 'value': 'negative'}]"
5489,"[{'confidence': 0.53055340328187, 'value': 'neutral'}]"
5490,"[{'confidence': 0.69015216820569, 'value': 'positive'}]"
5491,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
5500,"[{'confidence': 0.80188774799233, 'value': 'neutral'}]"
5501,"[{'confidence': 0.59552109053836, 'value': 'neutral'}]"
5513,
5526,"[{'confidence': 0.52238453834377, 'value': 'positive'}]"
5535,
5536,"[{'confidence': 0.70914847085343, 'value': 'neutral'}]"
5539,"[{'confidence': 0.67945295806807, 'value': 'negative'}]"
5540,"[{'confidence': 0.65418594855435, 'value': 'neutral'}]"
5556,"[{'confidence': 0.56660455213489, 'value': 'negative'}]"
5596,"[{'confidence': 0.62476462120982, 'value': 'negative'}]"
5605,"[{'confidence': 0.56028229172666, 'value': 'neutral'}]"
5609,"[{'confidence': 0.58735996055184, 'value': 'neutral'}]"
5613,
5619,"[{'confidence': 0.66030872077251, 'value': 'negative'}]"
5620,"[{'confidence': 0.5146582648461, 'value': 'negative'}]"
5637,"[{'confidence': 0.54665702073838, 'value': 'negative'}]"
5657,"[{'confidence': 0.61511265805532, 'value': 'negative'}]"
5664,
5673,"[{'confidence': 0.50198255500079, 'value': 'neutral'}]"
5689,"[{'confidence': 0.66253673878911, 'value': 'negative'}]"
5700,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
5706,"[{'confidence': 0.63222289826431, 'value': 'negative'}]"
5708,"[{'confidence': 0.50786925205749, 'value': 'negative'}]"
5716,"[{'confidence': 0.6159039081094, 'value': 'negative'}]"
5727,"[{'confidence': 0.60489092663632, 'value': 'negative'}]"
5732,"[{'confidence': 0.53819703027614, 'value': 'negative'}]"
5733,"[{'confidence': 0.70003509331534, 'value': 'negative'}]"
5795,
5796,"[{'confidence': 0.62538969026585, 'value': 'negative'}]"
5802,"[{'confidence': 0.62855814625569, 'value': 'negative'}]"
5808,"[{'confidence': 0.61140346901837, 'value': 'negative'}]"
5814,"[{'confidence': 0.70278465049325, 'value': 'negative'}]"
5824,"[{'confidence': 0.56491636506838, 'value': 'negative'}]"
5831,"[{'confidence': 0.72023582360098, 'value': 'positive'}]"
5834,
5862,"[{'confidence': 0.7936922347548, 'value': 'negative'}]"
5863,"[{'confidence': 0.5019477586748, 'value': 'neutral'}]"
5866,"[{'confidence': 0.8531518035702, 'value': 'negative'}]"
5867,"[{'confidence': 0.5021392730752, 'value': 'positive'}]"
5869,"[{'confidence': 0.68711638460297, 'value': 'negative'}]"
5871,
5873,"[{'confidence': 0.59570037142553, 'value': 'neutral'}]"
5874,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
5883,"[{'confidence': 0.56958764629955, 'value': 'negative'}]"
5884,"[{'confidence': 0.60077178583486, 'value': 'negative'}]"
5904,"[{'confidence': 0.730149439662, 'value': 'negative'}]"
5911,"[{'confidence': 0.70901506274864, 'value': 'neutral'}]"
5912,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
5932,
5950,"[{'confidence': 0.6816056394208, 'value': 'neutral'}]"
5959,
5963,"[{'confidence': 0.58863175590722, 'value': 'negative'}]"
5967,
5970,
5997,"[{'confidence': 0.74023555709809, 'value': 'neutral'}]"
6002,
6006,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
6008,"[{'confidence': 0.70648473499097, 'value': 'neutral'}]"
6009,"[{'confidence': 0.56961976397062, 'value': 'neutral'}]"
6010,"[{'confidence': 0.58486591591205, 'value': 'neutral'}]"
6014,"[{'confidence': 0.78311335498271, 'value': 'negative'}]"
6018,"[{'confidence': 0.6364454590162, 'value': 'neutral'}]"
6023,"[{'confidence': 0.7186060526127, 'value': 'negative'}]"
6028,"[{'confidence': 0.69193028728228, 'value': 'negative'}]"
6029,"[{'confidence': 0.53061121409264, 'value': 'neutral'}]"
6031,"[{'confidence': 0.70028400836757, 'value': 'neutral'}]"
6039,"[{'confidence': 0.51469541485077, 'value': 'neutral'}]"
6040,"[{'confidence': 0.63437229423448, 'value': 'neutral'}]"
6057,"[{'confidence': 0.86539316524195, 'value': 'negative'}]"
6061,"[{'confidence': 0.63141702477948, 'value': 'negative'}]"
6068,"[{'confidence': 0.58678381383913, 'value': 'neutral'}]"
6076,"[{'confidence': 0.75675089095574, 'value': 'negative'}]"
6081,
6104,"[{'confidence': 0.58815591253085, 'value': 'positive'}]"
6114,"[{'confidence': 0.57363016785729, 'value': 'negative'}]"
6115,"[{'confidence': 0.84339439334813, 'value': 'negative'}]"
6130,"[{'confidence': 0.53837054170315, 'value': 'neutral'}]"
6135,"[{'confidence': 0.57118213217161, 'value': 'neutral'}]"
6139,"[{'confidence': 0.77751410590463, 'value': 'negative'}]"
6150,"[{'confidence': 0.63785516906637, 'value': 'negative'}]"
6151,"[{'confidence': 0.57877457201051, 'value': 'neutral'}]"
6153,
6157,"[{'confidence': 0.5850323995652, 'value': 'negative'}]"
6158,
6162,
6167,"[{'confidence': 0.56632215132561, 'value': 'neutral'}]"
6172,"[{'confidence': 0.60871130302268, 'value': 'neutral'}]"
6183,"[{'confidence': 0.52717502562297, 'value': 'positive'}]"
6184,"[{'confidence': 0.67388123590084, 'value': 'negative'}]"
6190,"[{'confidence': 0.55686259261675, 'value': 'neutral'}]"
6191,"[{'confidence': 0.63572591466984, 'value': 'negative'}]"
6196,"[{'confidence': 0.6473356565917, 'value': 'neutral'}]"
6203,
6204,"[{'confidence': 0.96009188870242, 'value': 'positive'}]"
6214,
6218,"[{'confidence': 0.51812499039564, 'value': 'negative'}]"
6219,
6222,"[{'confidence': 0.54728780602965, 'value': 'neutral'}]"
6232,"[{'confidence': 0.56874149279714, 'value': 'neutral'}]"
6233,"[{'confidence': 0.71347588653001, 'value': 'neutral'}]"
6235,
6236,"[{'confidence': 0.59339390699033, 'value': 'negative'}]"
6244,"[{'confidence': 0.76453298716319, 'value': 'positive'}]"
6249,"[{'confidence': 0.7422844769035, 'value': 'neutral'}]"
6252,"[{'confidence': 0.51105088927757, 'value': 'negative'}]"
6254,"[{'confidence': 0.56629406750367, 'value': 'neutral'}]"
6261,"[{'confidence': 0.63737207192145, 'value': 'neutral'}]"
6263,"[{'confidence': 0.81395924365051, 'value': 'positive'}]"
6278,
6292,
6297,
6318,"[{'confidence': 0.53340077059135, 'value': 'neutral'}]"
6328,"[{'confidence': 0.61829047766335, 'value': 'neutral'}]"
6354,"[{'confidence': 0.67053347132892, 'value': 'negative'}]"
6363,
6364,"[{'confidence': 0.79254060711076, 'value': 'positive'}]"
6369,"[{'confidence': 0.64720535153274, 'value': 'neutral'}]"
6371,"[{'confidence': 0.52714140506934, 'value': 'negative'}]"
6382,"[{'confidence': 0.53866446440481, 'value': 'negative'}]"
6402,"[{'confidence': 0.50236083263436, 'value': 'neutral'}]"
6407,"[{'confidence': 0.70921320808128, 'value': 'neutral'}]"
6409,"[{'confidence': 0.53533280267581, 'value': 'neutral'}]"
6420,
6425,"[{'confidence': 0.59821027333101, 'value': 'neutral'}]"
6431,"[{'confidence': 0.57096152843818, 'value': 'neutral'}]"
6433,
6437,"[{'confidence': 0.69043738378133, 'value': 'negative'}]"
6459,"[{'confidence': 0.79558497641253, 'value': 'negative'}]"
6460,"[{'confidence': 0.51263637165812, 'value': 'neutral'}]"
6469,
6480,"[{'confidence': 0.64332330809275, 'value': 'negative'}]"
6493,"[{'confidence': 0.59565978886813, 'value': 'negative'}]"
6496,"[{'confidence': 0.60819709569817, 'value': 'negative'}]"
6498,"[{'confidence': 0.86097980040274, 'value': 'negative'}]"
6500,"[{'confidence': 0.63623393009246, 'value': 'negative'}]"
6503,"[{'confidence': 0.58111488548608, 'value': 'negative'}]"
6510,"[{'confidence': 0.52337415324239, 'value': 'negative'}]"
6535,"[{'confidence': 0.6718289896455, 'value': 'negative'}]"
6545,"[{'confidence': 0.62262719954424, 'value': 'negative'}]"
6547,"[{'confidence': 0.61611807904749, 'value': 'negative'}]"
6548,"[{'confidence': 0.56229037540782, 'value': 'negative'}]"
6552,"[{'confidence': 0.5552474134708, 'value': 'negative'}]"
6558,"[{'confidence': 0.62638956355906, 'value': 'negative'}]"
6587,"[{'confidence': 0.67006188782338, 'value': 'negative'}]"
6589,"[{'confidence': 0.8301288510622, 'value': 'negative'}]"
6593,"[{'confidence': 0.57149989543235, 'value': 'neutral'}]"
6595,"[{'confidence': 0.66934443216238, 'value': 'negative'}]"
6597,"[{'confidence': 0.66725664397012, 'value': 'neutral'}]"
6605,"[{'confidence': 0.60695874246062, 'value': 'negative'}]"
6620,"[{'confidence': 0.73312950774671, 'value': 'negative'}]"
6622,"[{'confidence': 0.59948580239033, 'value': 'negative'}]"
